┌────────┬──────────────┬──────────────┬─────────────┬─────────────┐
│ code   │ ufA1         │ sfA1         │ ufA9        │ sfA9        │
│ 0x0070 │ 4.48416e-44  │ 4.48416e-44  │ 0.4375      │ 0.4375      │
│ 0x0071 │ 8.96831e-44  │ 8.96831e-44  │ 0.441406    │ 0.441406    │
│ 0x0072 │ 1.79366e-43  │ 1.79366e-43  │ 0.445312    │ 0.445312    │
│ 0x0073 │ 3.58732e-43  │ 3.58732e-43  │ 0.449219    │ 0.449219    │
│ 0x0074 │ 7.17465e-43  │ 7.17465e-43  │ 0.453125    │ 0.453125    │
│ 0x0075 │ 1.43493e-42  │ 1.43493e-42  │ 0.457031    │ 0.457031    │
│ 0x0076 │ 2.86986e-42  │ 2.86986e-42  │ 0.460938    │ 0.460938    │
│ 0x0077 │ 5.73972e-42  │ 5.73972e-42  │ 0.464844    │ 0.464844    │
│ 0x0078 │ 1.14794e-41  │ 1.14794e-41  │ 0.46875     │ 0.46875     │
│ 0x0079 │ 2.29589e-41  │ 2.29589e-41  │ 0.472656    │ 0.472656    │
│ 0x007a │ 4.59177e-41  │ 4.59177e-41  │ 0.476562    │ 0.476562    │
│ 0x007b │ 9.18355e-41  │ 9.18355e-41  │ 0.480469    │ 0.480469    │
│ 0x007c │ 1.83671e-40  │ 1.83671e-40  │ 0.484375    │ 0.484375    │
│ 0x007d │ 3.67342e-40  │ 3.67342e-40  │ 0.488281    │ 0.488281    │
│ 0x007e │ 7.34684e-40  │ 7.34684e-40  │ 0.492188    │ 0.492188    │
│ 0x007f │ 1.46937e-39  │ 1.46937e-39  │ 0.496094    │ 0.496094    │
│ 0x0080 │ 2.93874e-39  │ 2.93874e-39  │ 0.5         │ 0.5         │
│ 0x0081 │ 5.87747e-39  │ 5.87747e-39  │ 0.503906    │ 0.503906    │
│ 0x0082 │ 1.17549e-38  │ 1.17549e-38  │ 0.507812    │ 0.507812    │
│ 0x0083 │ 2.35099e-38  │ 2.35099e-38  │ 0.511719    │ 0.511719    │
│ 0x0084 │ 4.70198e-38  │ 4.70198e-38  │ 0.515625    │ 0.515625    │
│ 0x0085 │ 9.40395e-38  │ 9.40395e-38  │ 0.519531    │ 0.519531    │
│ 0x0086 │ 1.88079e-37  │ 1.88079e-37  │ 0.523438    │ 0.523438    │
│ 0x0087 │ 3.76158e-37  │ 3.76158e-37  │ 0.527344    │ 0.527344    │
│ 0x0088 │ 7.52316e-37  │ 7.52316e-37  │ 0.53125     │ 0.53125     │
│ 0x0089 │ 1.50463e-36  │ 1.50463e-36  │ 0.535156    │ 0.535156    │
│ 0x008a │ 3.00927e-36  │ 3.00927e-36  │ 0.539062    │ 0.539062    │
│ 0x008b │ 6.01853e-36  │ 6.01853e-36  │ 0.542969    │ 0.542969    │
│ 0x008c │ 1.20371e-35  │ 1.20371e-35  │ 0.546875    │ 0.546875    │
│ 0x008d │ 2.40741e-35  │ 2.40741e-35  │ 0.550781    │ 0.550781    │
│ 0x008e │ 4.81482e-35  │ 4.81482e-35  │ 0.554688    │ 0.554688    │
│ 0x008f │ 9.62965e-35  │ 9.62965e-35  │ 0.558594    │ 0.558594    │
│ 0x0090 │ 1.92593e-34  │ 1.92593e-34  │ 0.5625      │ 0.5625      │
│ 0x0091 │ 3.85186e-34  │ 3.85186e-34  │ 0.566406    │ 0.566406    │
│ 0x0092 │ 7.70372e-34  │ 7.70372e-34  │ 0.570312    │ 0.570312    │
│ 0x0093 │ 1.54074e-33  │ 1.54074e-33  │ 0.574219    │ 0.574219    │
│ 0x0094 │ 3.08149e-33  │ 3.08149e-33  │ 0.578125    │ 0.578125    │
│ 0x0095 │ 6.16298e-33  │ 6.16298e-33  │ 0.582031    │ 0.582031    │
│ 0x0096 │ 1.2326e-32   │ 1.2326e-32   │ 0.585938    │ 0.585938    │
│ 0x0097 │ 2.46519e-32  │ 2.46519e-32  │ 0.589844    │ 0.589844    │
│ 0x0098 │ 4.93038e-32  │ 4.93038e-32  │ 0.59375     │ 0.59375     │
│ 0x0099 │ 9.86076e-32  │ 9.86076e-32  │ 0.597656    │ 0.597656    │
│ 0x009a │ 1.97215e-31  │ 1.97215e-31  │ 0.601562    │ 0.601562    │
│ 0x009b │ 3.9443e-31   │ 3.9443e-31   │ 0.605469    │ 0.605469    │
│ 0x009c │ 7.88861e-31  │ 7.88861e-31  │ 0.609375    │ 0.609375    │
│ 0x009d │ 1.57772e-30  │ 1.57772e-30  │ 0.613281    │ 0.613281    │
│ 0x009e │ 3.15544e-30  │ 3.15544e-30  │ 0.617188    │ 0.617188    │
│ 0x009f │ 6.31089e-30  │ 6.31089e-30  │ 0.621094    │ 0.621094    │
│ 0x00a0 │ 1.26218e-29  │ 1.26218e-29  │ 0.625       │ 0.625       │
│ 0x00a1 │ 2.52435e-29  │ 2.52435e-29  │ 0.628906    │ 0.628906    │
│ 0x00a2 │ 5.04871e-29  │ 5.04871e-29  │ 0.632812    │ 0.632812    │
│ 0x00a3 │ 1.00974e-28  │ 1.00974e-28  │ 0.636719    │ 0.636719    │
│ 0x00a4 │ 2.01948e-28  │ 2.01948e-28  │ 0.640625    │ 0.640625    │
│ 0x00a5 │ 4.03897e-28  │ 4.03897e-28  │ 0.644531    │ 0.644531    │
│ 0x00a6 │ 8.07794e-28  │ 8.07794e-28  │ 0.648438    │ 0.648438    │
│ 0x00a7 │ 1.61559e-27  │ 1.61559e-27  │ 0.652344    │ 0.652344    │
│ 0x00a8 │ 3.23117e-27  │ 3.23117e-27  │ 0.65625     │ 0.65625     │
│ 0x00a9 │ 6.46235e-27  │ 6.46235e-27  │ 0.660156    │ 0.660156    │
│ 0x00aa │ 1.29247e-26  │ 1.29247e-26  │ 0.664062    │ 0.664062    │
│ 0x00ab │ 2.58494e-26  │ 2.58494e-26  │ 0.667969    │ 0.667969    │
│ 0x00ac │ 5.16988e-26  │ 5.16988e-26  │ 0.671875    │ 0.671875    │
│ 0x00ad │ 1.03398e-25  │ 1.03398e-25  │ 0.675781    │ 0.675781    │
│ 0x00ae │ 2.06795e-25  │ 2.06795e-25  │ 0.679688    │ 0.679688    │
│ 0x00af │ 4.1359e-25   │ 4.1359e-25   │ 0.683594    │ 0.683594    │
│ 0x00b0 │ 8.27181e-25  │ 8.27181e-25  │ 0.6875      │ 0.6875      │
│ 0x00b1 │ 1.65436e-24  │ 1.65436e-24  │ 0.691406    │ 0.691406    │
│ 0x00b2 │ 3.30872e-24  │ 3.30872e-24  │ 0.695312    │ 0.695312    │
│ 0x00b3 │ 6.61744e-24  │ 6.61744e-24  │ 0.699219    │ 0.699219    │
│ 0x00b4 │ 1.32349e-23  │ 1.32349e-23  │ 0.703125    │ 0.703125    │
│ 0x00b5 │ 2.64698e-23  │ 2.64698e-23  │ 0.707031    │ 0.707031    │
│ 0x00b6 │ 5.29396e-23  │ 5.29396e-23  │ 0.710938    │ 0.710938    │
│ 0x00b7 │ 1.05879e-22  │ 1.05879e-22  │ 0.714844    │ 0.714844    │
│ 0x00b8 │ 2.11758e-22  │ 2.11758e-22  │ 0.71875     │ 0.71875     │
│ 0x00b9 │ 4.23516e-22  │ 4.23516e-22  │ 0.722656    │ 0.722656    │
│ 0x00ba │ 8.47033e-22  │ 8.47033e-22  │ 0.726562    │ 0.726562    │
│ 0x00bb │ 1.69407e-21  │ 1.69407e-21  │ 0.730469    │ 0.730469    │
│ 0x00bc │ 3.38813e-21  │ 3.38813e-21  │ 0.734375    │ 0.734375    │
│ 0x00bd │ 6.77626e-21  │ 6.77626e-21  │ 0.738281    │ 0.738281    │
│ 0x00be │ 1.35525e-20  │ 1.35525e-20  │ 0.742188    │ 0.742188    │
│ 0x00bf │ 2.71051e-20  │ 2.71051e-20  │ 0.746094    │ 0.746094    │
│ 0x00c0 │ 5.42101e-20  │ 5.42101e-20  │ 0.75        │ 0.75        │
│ 0x00c1 │ 1.0842e-19   │ 1.0842e-19   │ 0.753906    │ 0.753906    │
│ 0x00c2 │ 2.1684e-19   │ 2.1684e-19   │ 0.757812    │ 0.757812    │
│ 0x00c3 │ 4.33681e-19  │ 4.33681e-19  │ 0.761719    │ 0.761719    │
│ 0x00c4 │ 8.67362e-19  │ 8.67362e-19  │ 0.765625    │ 0.765625    │
│ 0x00c5 │ 1.73472e-18  │ 1.73472e-18  │ 0.769531    │ 0.769531    │
│ 0x00c6 │ 3.46945e-18  │ 3.46945e-18  │ 0.773438    │ 0.773438    │
│ 0x00c7 │ 6.93889e-18  │ 6.93889e-18  │ 0.777344    │ 0.777344    │
│ 0x00c8 │ 1.38778e-17  │ 1.38778e-17  │ 0.78125     │ 0.78125     │
│ 0x00c9 │ 2.77556e-17  │ 2.77556e-17  │ 0.785156    │ 0.785156    │
│ 0x00ca │ 5.55112e-17  │ 5.55112e-17  │ 0.789062    │ 0.789062    │
│ 0x00cb │ 1.11022e-16  │ 1.11022e-16  │ 0.792969    │ 0.792969    │
│ 0x00cc │ 2.22045e-16  │ 2.22045e-16  │ 0.796875    │ 0.796875    │
│ 0x00cd │ 4.44089e-16  │ 4.44089e-16  │ 0.800781    │ 0.800781    │
│ 0x00ce │ 8.88178e-16  │ 8.88178e-16  │ 0.804688    │ 0.804688    │
│ 0x00cf │ 1.77636e-15  │ 1.77636e-15  │ 0.808594    │ 0.808594    │
│ 0x00d0 │ 3.55271e-15  │ 3.55271e-15  │ 0.8125      │ 0.8125      │
│ 0x00d1 │ 7.10543e-15  │ 7.10543e-15  │ 0.816406    │ 0.816406    │
│ 0x00d2 │ 1.42109e-14  │ 1.42109e-14  │ 0.820312    │ 0.820312    │
│ 0x00d3 │ 2.84217e-14  │ 2.84217e-14  │ 0.824219    │ 0.824219    │
│ 0x00d4 │ 5.68434e-14  │ 5.68434e-14  │ 0.828125    │ 0.828125    │
│ 0x00d5 │ 1.13687e-13  │ 1.13687e-13  │ 0.832031    │ 0.832031    │
│ 0x00d6 │ 2.27374e-13  │ 2.27374e-13  │ 0.835938    │ 0.835938    │
│ 0x00d7 │ 4.54747e-13  │ 4.54747e-13  │ 0.839844    │ 0.839844    │
│ 0x00d8 │ 9.09495e-13  │ 9.09495e-13  │ 0.84375     │ 0.84375     │
│ 0x00d9 │ 1.81899e-12  │ 1.81899e-12  │ 0.847656    │ 0.847656    │
│ 0x00da │ 3.63798e-12  │ 3.63798e-12  │ 0.851562    │ 0.851562    │
│ 0x00db │ 7.27596e-12  │ 7.27596e-12  │ 0.855469    │ 0.855469    │
│ 0x00dc │ 1.45519e-11  │ 1.45519e-11  │ 0.859375    │ 0.859375    │
│ 0x00dd │ 2.91038e-11  │ 2.91038e-11  │ 0.863281    │ 0.863281    │
│ 0x00de │ 5.82077e-11  │ 5.82077e-11  │ 0.867188    │ 0.867188    │
│ 0x00df │ 1.16415e-10  │ 1.16415e-10  │ 0.871094    │ 0.871094    │
│ 0x00e0 │ 2.32831e-10  │ 2.32831e-10  │ 0.875       │ 0.875       │
│ 0x00e1 │ 4.65661e-10  │ 4.65661e-10  │ 0.878906    │ 0.878906    │
│ 0x00e2 │ 9.31323e-10  │ 9.31323e-10  │ 0.882812    │ 0.882812    │
│ 0x00e3 │ 1.86265e-9   │ 1.86265e-9   │ 0.886719    │ 0.886719    │
│ 0x00e4 │ 3.72529e-9   │ 3.72529e-9   │ 0.890625    │ 0.890625    │
│ 0x00e5 │ 7.45058e-9   │ 7.45058e-9   │ 0.894531    │ 0.894531    │
│ 0x00e6 │ 1.49012e-8   │ 1.49012e-8   │ 0.898438    │ 0.898438    │
│ 0x00e7 │ 2.98023e-8   │ 2.98023e-8   │ 0.902344    │ 0.902344    │
│ 0x00e8 │ 5.96046e-8   │ 5.96046e-8   │ 0.90625     │ 0.90625     │
│ 0x00e9 │ 1.19209e-7   │ 1.19209e-7   │ 0.910156    │ 0.910156    │
│ 0x00ea │ 2.38419e-7   │ 2.38419e-7   │ 0.914062    │ 0.914062    │
│ 0x00eb │ 4.76837e-7   │ 4.76837e-7   │ 0.917969    │ 0.917969    │
│ 0x00ec │ 9.53674e-7   │ 9.53674e-7   │ 0.921875    │ 0.921875    │
│ 0x00ed │ 1.90735e-6   │ 1.90735e-6   │ 0.925781    │ 0.925781    │
│ 0x00ee │ 3.8147e-6    │ 3.8147e-6    │ 0.929688    │ 0.929688    │
│ 0x00ef │ 7.62939e-6   │ 7.62939e-6   │ 0.933594    │ 0.933594    │
│ 0x00f0 │ 1.52588e-5   │ 1.52588e-5   │ 0.9375      │ 0.9375      │
│ 0x00f1 │ 3.05176e-5   │ 3.05176e-5   │ 0.941406    │ 0.941406    │
│ 0x00f2 │ 6.10352e-5   │ 6.10352e-5   │ 0.945312    │ 0.945312    │
│ 0x00f3 │ 0.00012207   │ 0.00012207   │ 0.949219    │ 0.949219    │
│ 0x00f4 │ 0.000244141  │ 0.000244141  │ 0.953125    │ 0.953125    │
│ 0x00f5 │ 0.000488281  │ 0.000488281  │ 0.957031    │ 0.957031    │
│ 0x00f6 │ 0.000976562  │ 0.000976562  │ 0.960938    │ 0.960938    │
│ 0x00f7 │ 0.00195312   │ 0.00195312   │ 0.964844    │ 0.964844    │
│ 0x00f8 │ 0.00390625   │ 0.00390625   │ 0.96875     │ 0.96875     │
│ 0x00f9 │ 0.0078125    │ 0.0078125    │ 0.972656    │ 0.972656    │
│ 0x00fa │ 0.015625     │ 0.015625     │ 0.976562    │ 0.976562    │
│ 0x00fb │ 0.03125      │ 0.03125      │ 0.980469    │ 0.980469    │
│ 0x00fc │ 0.0625       │ 0.0625       │ 0.984375    │ 0.984375    │
│ 0x00fd │ 0.125        │ 0.125        │ 0.988281    │ 0.988281    │
│ 0x00fe │ 0.25         │ 0.25         │ 0.992188    │ 0.992188    │
│ 0x00ff │ 0.5          │ 0.5          │ 0.996094    │ 0.996094    │
│ 0x0100 │ 1.0          │ 1.0          │ 1.0         │ 1.0         │
│ 0x0101 │ 2.0          │ 2.0          │ 1.00391     │ 1.00391     │
│ 0x0102 │ 4.0          │ 4.0          │ 1.00781     │ 1.00781     │
│ 0x0103 │ 8.0          │ 8.0          │ 1.01172     │ 1.01172     │
│ 0x0104 │ 16.0         │ 16.0         │ 1.01562     │ 1.01562     │
│ 0x0105 │ 32.0         │ 32.0         │ 1.01953     │ 1.01953     │
│ 0x0106 │ 64.0         │ 64.0         │ 1.02344     │ 1.02344     │
│ 0x0107 │ 128.0        │ 128.0        │ 1.02734     │ 1.02734     │
│ 0x0108 │ 256.0        │ 256.0        │ 1.03125     │ 1.03125     │
│ 0x0109 │ 512.0        │ 512.0        │ 1.03516     │ 1.03516     │
│ 0x010a │ 1024.0       │ 1024.0       │ 1.03906     │ 1.03906     │
│ 0x010b │ 2048.0       │ 2048.0       │ 1.04297     │ 1.04297     │
│ 0x010c │ 4096.0       │ 4096.0       │ 1.04688     │ 1.04688     │
│ 0x010d │ 8192.0       │ 8192.0       │ 1.05078     │ 1.05078     │
│ 0x010e │ 16384.0      │ 16384.0      │ 1.05469     │ 1.05469     │
│ 0x010f │ 32768.0      │ 32768.0      │ 1.05859     │ 1.05859     │
│ 0x0110 │ 65536.0      │ 65536.0      │ 1.0625      │ 1.0625      │
│ 0x0111 │ 131072.0     │ 131072.0     │ 1.06641     │ 1.06641     │
│ 0x0112 │ 262144.0     │ 262144.0     │ 1.07031     │ 1.07031     │
│ 0x0113 │ 524288.0     │ 524288.0     │ 1.07422     │ 1.07422     │
│ 0x0114 │ 1.04858e6    │ 1.04858e6    │ 1.07812     │ 1.07812     │
│ 0x0115 │ 2.09715e6    │ 2.09715e6    │ 1.08203     │ 1.08203     │
│ 0x0116 │ 4.1943e6     │ 4.1943e6     │ 1.08594     │ 1.08594     │
│ 0x0117 │ 8.38861e6    │ 8.38861e6    │ 1.08984     │ 1.08984     │
│ 0x0118 │ 1.67772e7    │ 1.67772e7    │ 1.09375     │ 1.09375     │
│ 0x0119 │ 3.35544e7    │ 3.35544e7    │ 1.09766     │ 1.09766     │
│ 0x011a │ 6.71089e7    │ 6.71089e7    │ 1.10156     │ 1.10156     │
│ 0x011b │ 1.34218e8    │ 1.34218e8    │ 1.10547     │ 1.10547     │
│ 0x011c │ 2.68435e8    │ 2.68435e8    │ 1.10938     │ 1.10938     │
│ 0x011d │ 5.36871e8    │ 5.36871e8    │ 1.11328     │ 1.11328     │
│ 0x011e │ 1.07374e9    │ 1.07374e9    │ 1.11719     │ 1.11719     │
│ 0x011f │ 2.14748e9    │ 2.14748e9    │ 1.12109     │ 1.12109     │
│ 0x0120 │ 4.29497e9    │ 4.29497e9    │ 1.125       │ 1.125       │
│ 0x0121 │ 8.58993e9    │ 8.58993e9    │ 1.12891     │ 1.12891     │
│ 0x0122 │ 1.71799e10   │ 1.71799e10   │ 1.13281     │ 1.13281     │
